,Loss_State_Space
36830,[0.05944017693400383]
36831,[0.08341741561889648]
36832,[0.01746872439980507]
36833,[0.011743519455194473]
36834,[0.014078553766012192]
36835,[0.0036881589330732822]
36836,[0.04933410882949829]
36837,[0.02844260260462761]
36838,[0.015833832323551178]
36839,[0.006045942660421133]
36840,[0.008626235648989677]
36841,[0.00328630767762661]
36842,[0.004450867418199778]
36843,[0.0035870340652763844]
36844,[0.010477246716618538]
36845,[0.01223841030150652]
36846,[0.006179695948958397]
36847,[0.010687602683901787]
36848,[0.001906614750623703]
36849,[0.0037623175885528326]
36850,[0.13933244347572327]
36851,[0.020995792001485825]
36852,[0.0026960342656821012]
36853,[0.0033022677525877953]
36854,[0.012415299192070961]
36855,[0.005006086081266403]
36856,[0.02271328493952751]
36857,[0.015557141043245792]
36858,[0.003327741054818034]
36859,[0.001421468099579215]
36860,[0.03813881054520607]
36861,[0.00477460864931345]
36862,[0.029224475845694542]
36863,[0.003552666399627924]
36864,[0.0038853741716593504]
36865,[0.0014375551836565137]
36866,[0.008755357936024666]
36867,[0.013746585696935654]
36868,[0.2231176197528839]
36869,[0.0031615295447409153]
36870,[0.14081425964832306]
36871,[0.01865360699594021]
36872,[0.0026268651708960533]
36873,[0.002403328428044915]
36874,[0.004812641069293022]
36875,[0.014636967331171036]
36876,[0.004849626217037439]
36877,[0.006479635834693909]
36878,[0.003773883916437626]
36879,[0.04839954897761345]
36880,[0.005786131136119366]
36881,[0.021810172125697136]
36882,[0.008931153453886509]
36883,[0.016043808311223984]
36884,[0.004220150411128998]
36885,[0.047890521585941315]
36886,[0.0020824200473725796]
36887,[0.005171717144548893]
36888,[0.012736210599541664]
36889,[4.808697700500488]
36890,[0.0032348805107176304]
36891,[0.00401715561747551]
36892,[0.02199062891304493]
36893,[0.03915388882160187]
36894,[0.07839855551719666]
36895,[0.00843345932662487]
36896,[0.05832482874393463]
36897,[0.1421951949596405]
36898,[0.05008060485124588]
36899,[0.014635424129664898]
36900,[0.01675800420343876]
36901,[0.0036591985262930393]
36902,[0.5598670840263367]
36903,[0.025060437619686127]
36904,[0.3455950617790222]
36905,[0.019518360495567322]
36906,[0.003402422182261944]
36907,[0.30613380670547485]
36908,[0.0038686052430421114]
36909,[0.02503686025738716]
36910,[0.05047893151640892]
36911,[0.1453641951084137]
36912,[0.013517799787223339]
36913,[0.132889062166214]
36914,[0.1322474479675293]
36915,[0.11715570092201233]
36916,[0.031063366681337357]
36917,[0.00894580502063036]
36918,[0.008039460517466068]
36919,[0.015832047909498215]
36920,[0.0019832367543131113]
36921,[0.15494120121002197]
36922,[0.03067866712808609]
36923,[0.01361137256026268]
36924,[0.03276626393198967]
36925,[0.010137205012142658]
36926,[0.022983204573392868]
36927,[0.010056263767182827]
36928,[0.09778182953596115]
36929,[0.12944623827934265]
36930,[0.012047762982547283]
36931,[0.07147223502397537]
36932,[0.009374415501952171]
36933,[0.02640717290341854]
36934,[0.01508480217307806]
36935,[0.28491485118865967]
36936,[0.049337778240442276]
36937,[0.055672600865364075]
36938,[0.1418023556470871]
36939,[0.6161732077598572]
36940,[0.138846755027771]
36941,[0.00687855388969183]
36942,[0.059173788875341415]
36943,[0.42259153723716736]
36944,[0.02126368135213852]
36945,[0.06395777314901352]
36946,[0.08362001925706863]
36947,[0.10436012595891953]
36948,[0.006541782990098]
36949,[0.11765594035387039]
36950,[0.11639333516359329]
36951,[0.017292063683271408]
36952,[0.10735490918159485]
36953,[0.01219291239976883]
36954,[0.024700641632080078]
36955,[0.02455650269985199]
36956,[0.026322759687900543]
36957,[0.026872850954532623]
36958,[0.014840023592114449]
36959,[0.025269635021686554]
36960,[0.053059741854667664]
36961,[0.257104754447937]
36962,[0.156899094581604]
36963,[0.02930988371372223]
36964,[0.04585263133049011]
36965,[0.011421317234635353]
36966,[0.042781051248311996]
36967,[0.027040008455514908]
36968,[0.04720965772867203]
36969,[0.021993374451994896]
36970,[0.4850839674472809]
36971,[0.007383880205452442]
36972,[0.007207917049527168]
36973,[0.03767578676342964]
36974,[0.027874335646629333]
36975,[0.09740765392780304]
36976,[0.05640468746423721]
36977,[0.03135577216744423]
36978,[0.0161052867770195]
36979,[0.020897919312119484]
36980,[0.012847017496824265]
36981,[0.04608525335788727]
36982,[9.217583656311035]
36983,[0.16625934839248657]
36984,[0.010531931184232235]
36985,[0.09889455884695053]
36986,[0.4588484764099121]
36987,[0.9248831868171692]
36988,[0.6937623620033264]
36989,[0.32155102491378784]
36990,[0.8497334122657776]
36991,[0.5882696509361267]
36992,[1.1500977277755737]
36993,[0.13144291937351227]
36994,[0.2801087200641632]
36995,[0.008578160777688026]
36996,[0.0865805521607399]
36997,[0.02619977295398712]
36998,[0.10301628708839417]
36999,[0.062479712069034576]
37000,[0.06466715782880783]
37001,[0.010412203148007393]
37002,[0.01697528548538685]
37003,[0.057510580867528915]
37004,[0.16537782549858093]
37005,[0.016432760283350945]
37006,[0.041820090264081955]
37007,[0.042836569249629974]
37008,[0.009362305514514446]
37009,[0.032007649540901184]
37010,[0.0350264273583889]
37011,[0.01049046404659748]
37012,[0.005198067985475063]
37013,[2.178619384765625]
37014,[0.009207856841385365]
37015,[0.05513415485620499]
37016,[0.014801488257944584]
37017,[0.01777222380042076]
37018,[0.010604885406792164]
37019,[0.047919612377882004]
37020,[0.025960177183151245]
37021,[0.1374867707490921]
37022,[0.1560484766960144]
37023,[0.019358452409505844]
37024,[0.09204012900590897]
37025,[0.005498230457305908]
37026,[0.13327565789222717]
37027,[0.02045978233218193]
37028,[0.011071661487221718]
37029,[0.16160833835601807]
37030,[0.008993545547127724]
37031,[0.007623383775353432]
37032,[0.010028484277427197]
37033,[0.09100314974784851]
37034,[0.009426395408809185]
37035,[0.07130689173936844]
37036,[0.007895328104496002]
37037,[0.0071892947889864445]
37038,[0.003288723761215806]
37039,[0.21802811324596405]
37040,[0.005137966014444828]
37041,[0.08857542276382446]
37042,[0.01716042496263981]
37043,[0.016047846525907516]
37044,[0.03723134100437164]
37045,[0.03589298948645592]
37046,[0.02994348295032978]
37047,[0.00797286257147789]
37048,[0.004143193364143372]
37049,[0.02799484133720398]
37050,[0.08331169188022614]
37051,[0.0020442577078938484]
37052,[0.012422679923474789]
37053,[0.012305007316172123]
37054,[0.0032321868930011988]
37055,[0.025114944204688072]
37056,[0.016411907970905304]
37057,[0.010054491460323334]
37058,[0.004049219191074371]
37059,[0.01424269936978817]
37060,[0.003476617857813835]
37061,[0.004557550419121981]
37062,[0.027241889387369156]
37063,[0.00932079367339611]
37064,[0.004757734015583992]
37065,[0.00580389890819788]
37066,[0.02264692448079586]
37067,[0.005499865394085646]
37068,[0.0038448169361799955]
37069,[0.003966229036450386]
37070,[0.010563870891928673]
37071,[0.004172564949840307]
37072,[0.01400213222950697]
37073,[0.006200280040502548]
37074,[0.017838796600699425]
37075,[0.007191648706793785]
37076,[0.01606474444270134]
37077,[0.0067026205360889435]
37078,[0.00284216133877635]
37079,[0.004282287321984768]
37080,[0.002817000262439251]
37081,[0.004875530023127794]
37082,[0.005786386784166098]
37083,[0.06466536968946457]
37084,[0.011635211296379566]
37085,[0.002024060348048806]
37086,[0.007809319067746401]
37087,[0.0022650016471743584]
37088,[16.061243057250977]
37089,[0.02621515467762947]
37090,[0.0030059432610869408]
37091,[0.036201465874910355]
37092,[0.045844219624996185]
37093,[0.020185362547636032]
37094,[1.0091383457183838]
37095,[0.5436003804206848]
37096,[0.1564129739999771]
37097,[0.6634016036987305]
37098,[1.5363296270370483]
37099,[0.012937107123434544]
37100,[2.4717209339141846]
37101,[0.015983402729034424]
37102,[0.057041559368371964]
37103,[0.016744596883654594]
37104,[0.004315733909606934]
37105,[0.41256940364837646]
37106,[0.35719725489616394]
37107,[0.05589337646961212]
37108,[0.02271980419754982]
37109,[0.003036088775843382]
37110,[0.011974107474088669]
37111,[2.3214855194091797]
37112,[1.9648878574371338]
37113,[0.12953071296215057]
37114,[0.1758289486169815]
37115,[0.15361586213111877]
37116,[0.0033251093700528145]
37117,[0.1928565949201584]
37118,[0.03578175976872444]
37119,[1.753677487373352]
37120,[0.005652228370308876]
37121,[0.040690820664167404]
37122,[0.12059693038463593]
37123,[0.06161635369062424]
37124,[0.08258268237113953]
37125,[0.11223101615905762]
37126,[0.093597412109375]
37127,[0.13517452776432037]
37128,[0.04697251319885254]
37129,[0.012991337105631828]
37130,[0.07829417288303375]
37131,[0.17954549193382263]
37132,[0.03913569077849388]
37133,[0.6200482249259949]
37134,[0.20830069482326508]
37135,[0.4263628423213959]
37136,[0.006379644852131605]
37137,[0.14884045720100403]
37138,[0.011268519796431065]
37139,[0.030309289693832397]
37140,[0.1600637286901474]
37141,[0.1213444173336029]
37142,[0.008807127363979816]
37143,[0.039351124316453934]
37144,[0.013239577412605286]
37145,[0.09684742987155914]
37146,[0.013241982087492943]
37147,[0.014313481748104095]
37148,[0.0218299962580204]
37149,[0.0039348178543150425]
37150,[0.004782121628522873]
37151,[0.05107541009783745]
37152,[0.01671268418431282]
37153,[0.0037716415245085955]
37154,[0.0889204740524292]
37155,[0.059089384973049164]
37156,[0.0018788560992106795]
37157,[0.032586559653282166]
37158,[0.015717370435595512]
37159,[0.016526151448488235]
37160,[0.003831154201179743]
37161,[0.002858349122107029]
37162,[0.1565147191286087]
37163,[0.024837469682097435]
37164,[0.016649315133690834]
37165,[0.0029401041101664305]
37166,[0.02558710053563118]
37167,[0.009845682419836521]
37168,[0.004256162792444229]
37169,[0.013360322453081608]
37170,[0.0023786830715835094]
37171,[0.025907153263688087]
37172,[0.0047554029151797295]
37173,[0.010012946091592312]
37174,[0.00398976169526577]
37175,[0.0019925113301724195]
37176,[0.005657598376274109]
37177,[0.018193978816270828]
37178,[0.007832979783415794]
37179,[0.013063954189419746]
37180,[0.004743567667901516]
37181,[0.009415354579687119]
37182,[0.008702140301465988]
37183,[0.007996777072548866]
37184,[0.004527013283222914]
37185,[0.04398183524608612]
37186,[0.0059225657023489475]
37187,[0.09411028027534485]
37188,[0.007655028253793716]
37189,[0.01325965765863657]
37190,[0.08288178592920303]
37191,[0.0064789229072630405]
37192,[0.008441365323960781]
37193,[0.003861065488308668]
37194,[0.002197632333263755]
37195,[0.028737563639879227]
37196,[0.0037335986271500587]
37197,[0.005262020975351334]
37198,[0.0224301815032959]
37199,[0.007974715903401375]
37200,[0.004450568463653326]
37201,[0.03411644697189331]
37202,[0.011636674404144287]
37203,[0.00594248715788126]
37204,[0.009190472774207592]
37205,[0.0026063588447868824]
37206,[0.0037692382466048002]
37207,[0.010431157425045967]
37208,[0.0014445562846958637]
37209,[0.023007825016975403]
37210,[0.012826737016439438]
37211,[0.005597926676273346]
37212,[0.012944160029292107]
37213,[0.003169908421114087]
37214,[0.003410672303289175]
37215,[0.0023564142175018787]
37216,[0.002956812269985676]
37217,[0.11192167550325394]
37218,[0.0026561953127384186]
37219,[0.002424743492156267]
37220,[0.0023279227316379547]
37221,[0.006047994364053011]
37222,[0.0028005256317555904]
37223,[0.003790454473346472]
37224,[0.00442849425598979]
37225,[0.031032506376504898]
37226,[0.0016236677765846252]
37227,[0.00772831542417407]
37228,[0.002041566651314497]
37229,[0.0020812544971704483]
37230,[0.03550739213824272]
37231,[0.003584398189559579]
37232,[0.002365825930610299]
37233,[0.006067061796784401]
37234,[0.008401436731219292]
37235,[0.0029214860405772924]
37236,[0.0013877307064831257]
37237,[0.007285648491233587]
37238,[0.20892685651779175]
37239,[0.01892014592885971]
37240,[0.01232079416513443]
37241,[0.004334567114710808]
37242,[0.005185688845813274]
37243,[0.0018584502395242453]
37244,[0.0030885282903909683]
37245,[0.017040301114320755]
37246,[0.003237876109778881]
37247,[0.008414381183683872]
37248,[0.007197911851108074]
37249,[0.002415359951555729]
37250,[0.0024334825575351715]
37251,[0.004194506909698248]
37252,[0.027675269171595573]
37253,[0.001902478514239192]
37254,[0.0016466093948110938]
37255,[0.014174173586070538]
37256,[0.0010349969379603863]
37257,[0.0077071115374565125]
37258,[0.017355307936668396]
37259,[0.011017308570444584]
37260,[0.00996982492506504]
37261,[0.0006175125017762184]
37262,[0.0026260188315063715]
37263,[0.002849317155778408]
37264,[0.001565612037666142]
37265,[0.008641699329018593]
37266,[0.01199919730424881]
37267,[0.0037277364172041416]
37268,[0.004308090079575777]
37269,[0.014900204725563526]
37270,[0.0016277433605864644]
37271,[0.0028101331554353237]
37272,[0.0021819882094860077]
37273,[0.006299819331616163]
37274,[0.008466120809316635]
37275,[0.0023939828388392925]
37276,[0.009843427687883377]
37277,[0.005316336639225483]
37278,[15.760527610778809]
37279,[0.0064360154792666435]
37280,[0.03514619171619415]
37281,[0.004424317739903927]
37282,[0.06380470097064972]
37283,[0.31509730219841003]
37284,[0.01475079357624054]
37285,[0.004658360965549946]
37286,[0.04609758034348488]
37287,[1.004286766052246]
37288,[0.014535948634147644]
37289,[0.8290238380432129]
37290,[0.002208543010056019]
37291,[0.0026510036550462246]
37292,[0.03757179528474808]
37293,[0.03173401206731796]
37294,[0.05713137984275818]
37295,[0.1235223039984703]
37296,[0.03948206081986427]
37297,[0.049205273389816284]
37298,[0.021235842257738113]
37299,[0.20653347671031952]
37300,[0.04540035501122475]
37301,[0.0037468927912414074]
37302,[0.004330520983785391]
37303,[0.004641451872885227]
37304,[0.007141251116991043]
37305,[0.0037849172949790955]
37306,[0.013820727355778217]
37307,[0.010379881598055363]
37308,[0.04354196414351463]
37309,[0.0029253559187054634]
37310,[0.03272797912359238]
37311,[0.005193948280066252]
37312,[0.029498111456632614]
37313,[0.050367411226034164]
37314,[0.1391112506389618]
37315,[0.012973178178071976]
37316,[0.021225742995738983]
37317,[0.018948189914226532]
37318,[0.0701773390173912]
37319,[0.0021607945673167706]
37320,[0.018805790692567825]
37321,[0.0011777656618505716]
37322,[0.0019482651259750128]
37323,[0.01564551331102848]
37324,[0.002949976362287998]
37325,[0.004886744078248739]
37326,[0.010086655616760254]
37327,[0.003777768462896347]
37328,[0.04301869124174118]
37329,[0.010158227756619453]
37330,[0.001506100408732891]
37331,[0.012705575674772263]
37332,[0.022031497210264206]
37333,[0.004044171888381243]
37334,[0.0029127192683517933]
37335,[0.016966545954346657]
37336,[0.0028043442871421576]
37337,[0.0043281447142362595]
37338,[0.003648678306490183]
37339,[0.004609417170286179]
37340,[0.002762261312454939]
37341,[0.012161239981651306]
37342,[0.01655658707022667]
37343,[0.015600319020450115]
37344,[0.0035440060310065746]
37345,[0.04734214022755623]
37346,[0.006105444394052029]
37347,[0.052365854382514954]
37348,[11.619784355163574]
37349,[0.019465697929263115]
37350,[0.19204837083816528]
37351,[0.008662811480462551]
37352,[0.0354391373693943]
37353,[0.022993117570877075]
37354,[0.03957291692495346]
37355,[0.2008865475654602]
37356,[0.005423151422291994]
37357,[0.011510160751640797]
37358,[0.010637830942869186]
37359,[0.2929534316062927]
37360,[0.022034451365470886]
37361,[0.7894613742828369]
37362,[1.9124271869659424]
37363,[0.08399197459220886]
37364,[0.007977820001542568]
37365,[0.003138821106404066]
37366,[0.12793698906898499]
37367,[0.3328098952770233]
37368,[0.016625069081783295]
37369,[0.09491638839244843]
37370,[0.04444678872823715]
37371,[0.20280742645263672]
37372,[0.005860776640474796]
37373,[0.0034148090053349733]
37374,[0.014898551627993584]
37375,[1.4529173374176025]
37376,[0.06467626988887787]
37377,[0.0020373614970594645]
37378,[0.027951082214713097]
37379,[0.011826571077108383]
37380,[0.06145329773426056]
37381,[0.03516316041350365]
37382,[0.09013766050338745]
37383,[0.03309350088238716]
37384,[0.019391773268580437]
37385,[0.1564875841140747]
37386,[0.055665671825408936]
37387,[0.012215165421366692]
37388,[0.0027445247396826744]
37389,[0.026438361033797264]
37390,[0.022359855473041534]
37391,[0.01627296581864357]
37392,[0.003566659754142165]
37393,[0.003227601060643792]
37394,[0.06745555996894836]
37395,[0.07892832905054092]
37396,[0.021644655615091324]
37397,[0.0460527203977108]
37398,[0.056052133440971375]
37399,[0.010842443443834782]
37400,[0.004659971222281456]
37401,[0.022385960444808006]
37402,[0.009209072217345238]
37403,[0.006433764472603798]
37404,[0.008687881752848625]
37405,[0.0025519654154777527]
37406,[0.048413269221782684]
37407,[0.006733304355293512]
37408,[0.0033424212597310543]
37409,[0.005039108917117119]
