,Loss_State_Space
35844,[0.02070784941315651]
35845,[0.005424766335636377]
35846,[0.06327298283576965]
35847,[0.0021627494134008884]
35848,[0.0057206787168979645]
35849,[0.004318710416555405]
35850,[0.011145825497806072]
35851,[0.02653619833290577]
35852,[0.0029214173555374146]
35853,[0.005251032300293446]
35854,[0.010810387320816517]
35855,[0.050267983227968216]
35856,[0.011446409858763218]
35857,[0.019728850573301315]
35858,[0.016204379498958588]
35859,[0.04958919435739517]
35860,[0.005866216961294413]
35861,[0.0020513003692030907]
35862,[0.004157467279583216]
35863,[0.003168761730194092]
35864,[0.0020026483107358217]
35865,[0.014826057478785515]
35866,[0.011796729639172554]
35867,[0.007980674505233765]
35868,[0.0031565374229103327]
35869,[0.03548336401581764]
35870,[0.005255572963505983]
35871,[0.018614286556839943]
35872,[0.012313991785049438]
35873,[0.030251579359173775]
35874,[0.00802633911371231]
35875,[0.03524917736649513]
35876,[0.005518883932381868]
35877,[0.006124005652964115]
35878,[0.0037052175030112267]
35879,[0.0061840941198170185]
35880,[0.009290959686040878]
35881,[0.0029817624017596245]
35882,[0.006038679275661707]
35883,[0.0017331953858956695]
35884,[0.11561261862516403]
35885,[0.0023824558593332767]
35886,[0.011976572684943676]
35887,[0.003449969692155719]
35888,[1.0506508350372314]
35889,[0.010288180783390999]
35890,[0.003412598744034767]
35891,[0.002486340468749404]
35892,[0.017167821526527405]
35893,[0.007795744575560093]
35894,[0.025128666311502457]
35895,[0.0042591760866343975]
35896,[0.0075664096511900425]
35897,[0.003046033438295126]
35898,[19.200197219848633]
35899,[0.01923912577331066]
35900,[0.002988601103425026]
35901,[0.027738353237509727]
35902,[0.10168236494064331]
35903,[0.034082479774951935]
35904,[0.0191536583006382]
35905,[0.23545056581497192]
35906,[0.4696089029312134]
35907,[0.009227991104125977]
35908,[0.0020746253430843353]
35909,[5.413060188293457]
35910,[0.016956880688667297]
35911,[0.008393073454499245]
35912,[0.5116356015205383]
35913,[0.07385146617889404]
35914,[0.053610559552907944]
35915,[0.046432897448539734]
35916,[0.029572125524282455]
35917,[0.27230390906333923]
35918,[0.10562819242477417]
35919,[0.11426495760679245]
35920,[0.059088319540023804]
35921,[0.04214596375823021]
35922,[0.019952237606048584]
35923,[0.00593973184004426]
35924,[0.10753060132265091]
35925,[0.15872202813625336]
35926,[0.001940988004207611]
35927,[0.015011781826615334]
35928,[0.006180263590067625]
35929,[0.048970721662044525]
35930,[0.020142115652561188]
35931,[0.08720327168703079]
35932,[0.008909397758543491]
35933,[0.015776818618178368]
35934,[0.07854088395833969]
35935,[0.32571175694465637]
35936,[0.004754023626446724]
35937,[0.006501186639070511]
35938,[0.021808721125125885]
35939,[0.020393481478095055]
35940,[0.2294575423002243]
35941,[0.4810933470726013]
35942,[0.22483466565608978]
35943,[0.08635008335113525]
35944,[0.023466477170586586]
35945,[0.013532277196645737]
35946,[0.15831628441810608]
35947,[0.16532379388809204]
35948,[0.131331205368042]
35949,[0.18325884640216827]
35950,[0.00766297522932291]
35951,[0.009640103206038475]
35952,[0.002680433914065361]
35953,[0.05273405462503433]
35954,[0.007963147945702076]
35955,[0.6089012622833252]
35956,[0.0709654837846756]
35957,[0.013869529590010643]
35958,[0.0032372083514928818]
35959,[0.03435085713863373]
35960,[0.018055658787488937]
35961,[0.003228922374546528]
35962,[0.03498663008213043]
35963,[0.04483658820390701]
35964,[0.009980094619095325]
35965,[0.01854049600660801]
35966,[0.0030136757995933294]
35967,[0.5217008590698242]
35968,[0.04041339457035065]
35969,[0.0546656958758831]
35970,[0.018636278808116913]
35971,[0.005202205386012793]
35972,[0.01027356181293726]
35973,[0.010066436603665352]
35974,[0.009280181489884853]
35975,[0.019351419061422348]
35976,[0.012739943340420723]
35977,[0.4034882187843323]
35978,[0.09449785947799683]
35979,[0.006293813697993755]
35980,[0.07363586127758026]
35981,[0.058958686888217926]
35982,[0.005258405581116676]
35983,[0.014445707201957703]
35984,[0.027803894132375717]
35985,[0.008459687232971191]
35986,[0.02929472178220749]
35987,[0.014712836593389511]
35988,[0.03217010572552681]
35989,[0.0029723134357482195]
35990,[0.00851684994995594]
35991,[0.003564400365576148]
35992,[0.003446113085374236]
35993,[0.004589532036334276]
35994,[0.0036330155562609434]
35995,[0.014070101082324982]
35996,[0.0030029104091227055]
35997,[0.01071113720536232]
35998,[0.02135668694972992]
35999,[0.002790851052850485]
36000,[0.004799180664122105]
36001,[0.0016517366748303175]
36002,[0.01560278795659542]
36003,[0.004367216024547815]
36004,[0.008471446111798286]
36005,[0.03266347199678421]
36006,[0.024859370663762093]
36007,[0.005189437419176102]
36008,[0.047206297516822815]
36009,[0.009674301370978355]
36010,[0.0013322053709998727]
36011,[0.002032611984759569]
36012,[0.005284383427351713]
36013,[0.0054833246394991875]
36014,[0.013853777199983597]
36015,[0.003201520536094904]
36016,[0.006307726725935936]
36017,[0.011216914281249046]
36018,[0.0031860382296144962]
36019,[0.005832723341882229]
36020,[0.00815502554178238]
36021,[0.0033812918700277805]
36022,[0.004160820972174406]
36023,[0.007827023975551128]
36024,[0.004875869024544954]
36025,[0.0033067897893488407]
36026,[0.002584676258265972]
36027,[0.01648486778140068]
36028,[0.002585038775578141]
36029,[0.004704309161752462]
36030,[0.003215823322534561]
36031,[0.5980793833732605]
36032,[0.001387194381095469]
36033,[0.0025199241936206818]
36034,[1.4893563985824585]
36035,[0.0017732674023136497]
36036,[0.02657793089747429]
36037,[0.0313924103975296]
36038,[0.06633877754211426]
36039,[0.005385315045714378]
36040,[0.05605160817503929]
36041,[0.004730502609163523]
36042,[0.006156072951853275]
36043,[0.016246724873781204]
36044,[0.06123657524585724]
36045,[0.006543198134750128]
36046,[0.004286503419280052]
36047,[0.0014055527281016111]
36048,[0.012225612998008728]
36049,[0.005295478738844395]
36050,[0.12322928756475449]
36051,[0.009076396003365517]
36052,[0.0021568462252616882]
36053,[0.00524732144549489]
36054,[0.05845504254102707]
36055,[0.08937486261129379]
36056,[0.05553843453526497]
36057,[0.02458634227514267]
36058,[0.005600702483206987]
36059,[0.25392159819602966]
36060,[0.001137112150900066]
36061,[0.015242386609315872]
36062,[0.020836975425481796]
36063,[0.0029468161519616842]
36064,[0.004500985611230135]
36065,[0.004015308804810047]
36066,[0.0014923377893865108]
36067,[0.0010232357308268547]
36068,[0.007981453090906143]
36069,[0.0031608177814632654]
36070,[0.009933071210980415]
36071,[0.024361589923501015]
36072,[0.0013839000603184104]
36073,[0.019620144739747047]
36074,[0.012709599919617176]
36075,[0.0026819403283298016]
36076,[0.0020988949108868837]
36077,[0.0018350696191191673]
36078,[0.06539823859930038]
36079,[0.035294804722070694]
36080,[0.0015833803918212652]
36081,[0.003295877482742071]
36082,[0.011491358280181885]
36083,[0.001228585373610258]
36084,[0.03257487714290619]
36085,[0.0075068166479468346]
36086,[0.059972379356622696]
36087,[0.0023817471228539944]
36088,[0.0030941602308303118]
36089,[0.037183210253715515]
36090,[0.004041660577058792]
36091,[0.010505704209208488]
36092,[0.009878216311335564]
36093,[0.0024629768449813128]
36094,[0.0050026713870465755]
36095,[0.0215967558324337]
36096,[0.020499015226960182]
36097,[0.0015346903819590807]
36098,[0.002388319931924343]
36099,[0.0018173244316130877]
36100,[0.0022103539668023586]
36101,[0.004193184431642294]
36102,[0.002167819533497095]
36103,[0.023572109639644623]
36104,[0.016689389944076538]
36105,[0.006443561054766178]
36106,[0.011633816175162792]
36107,[0.021125558763742447]
36108,[0.02768898569047451]
36109,[0.003127562813460827]
36110,[0.01928342878818512]
36111,[0.0470963791012764]
36112,[0.002153147244825959]
36113,[0.0019108547130599618]
36114,[0.00226756208576262]
36115,[0.0034484793432056904]
36116,[0.002772067440673709]
36117,[27.99665069580078]
36118,[0.04745126888155937]
36119,[0.010995152406394482]
36120,[0.928257942199707]
36121,[0.005696641281247139]
36122,[0.023124665021896362]
36123,[0.007493705954402685]
36124,[0.006222623400390148]
36125,[0.03997578099370003]
36126,[0.060679659247398376]
36127,[0.007200461346656084]
36128,[0.007817740552127361]
36129,[0.12347902357578278]
36130,[0.004529576748609543]
36131,[0.01896735280752182]
36132,[0.005329177714884281]
36133,[0.394199401140213]
36134,[7.022563934326172]
36135,[0.006529203616082668]
36136,[0.9384917616844177]
36137,[0.017577672377228737]
36138,[0.03315390273928642]
36139,[0.01510581560432911]
36140,[0.043751344084739685]
36141,[0.02317822352051735]
36142,[0.027596917003393173]
36143,[0.005636553280055523]
36144,[0.26882413029670715]
36145,[0.020627683028578758]
36146,[0.05130526050925255]
36147,[1.1945743560791016]
36148,[0.015333915129303932]
36149,[0.004229629412293434]
36150,[0.0055784787982702255]
36151,[4.939780235290527]
36152,[1.3820652961730957]
36153,[0.009363451041281223]
36154,[0.0801672711968422]
36155,[0.38468027114868164]
36156,[0.024403683841228485]
36157,[0.10842183232307434]
36158,[0.043869271874427795]
36159,[0.027478687465190887]
36160,[0.07789094001054764]
36161,[0.05136570334434509]
36162,[0.06268991529941559]
36163,[0.04878778010606766]
36164,[0.11108016967773438]
36165,[0.13889162242412567]
36166,[0.009065860882401466]
36167,[0.03289220109581947]
36168,[0.0057201143354177475]
36169,[0.01435257587581873]
36170,[0.028444994240999222]
36171,[0.009761329740285873]
36172,[0.0026956358924508095]
36173,[0.01367600355297327]
36174,[0.003599252551794052]
36175,[0.015007996000349522]
36176,[0.13643798232078552]
36177,[0.005692236591130495]
36178,[0.011719683185219765]
36179,[0.11521486937999725]
36180,[0.038265325129032135]
36181,[0.012284163385629654]
36182,[0.01713012345135212]
36183,[0.020351942628622055]
36184,[0.025744322687387466]
36185,[0.06820056587457657]
36186,[0.01722259446978569]
36187,[0.016031010076403618]
36188,[0.04697360098361969]
36189,[0.017968857660889626]
36190,[0.13646507263183594]
36191,[0.016433998942375183]
36192,[0.06391480565071106]
36193,[0.018994148820638657]
36194,[0.006176181603223085]
36195,[0.16675543785095215]
36196,[0.03637342527508736]
36197,[0.09098652750253677]
36198,[0.009823798201978207]
36199,[0.0023678855504840612]
36200,[0.013695028610527515]
36201,[0.005722181871533394]
36202,[0.011204404756426811]
36203,[0.013329324312508106]
36204,[24.350061416625977]
36205,[0.13904714584350586]
36206,[0.1680736541748047]
36207,[0.04173719882965088]
36208,[0.12314510345458984]
36209,[0.4692099392414093]
36210,[0.4972185492515564]
36211,[0.22265605628490448]
36212,[0.0840357318520546]
36213,[0.07318111509084702]
36214,[0.4426904320716858]
36215,[0.17586688697338104]
36216,[0.0034237331710755825]
36217,[0.00463563809171319]
36218,[0.004436030052602291]
36219,[0.22974134981632233]
36220,[0.1861240118741989]
36221,[0.003593285335227847]
36222,[1.201587438583374]
36223,[0.07703810185194016]
36224,[0.015120169147849083]
36225,[0.11957375705242157]
36226,[0.14442509412765503]
36227,[0.013930604793131351]
36228,[0.019818615168333054]
36229,[0.12474007159471512]
36230,[0.20546650886535645]
36231,[0.043002016842365265]
36232,[0.009597759693861008]
36233,[0.34190306067466736]
36234,[0.06072450056672096]
36235,[0.003069103229790926]
36236,[0.04292573779821396]
36237,[0.01551020611077547]
36238,[0.0069054667837917805]
36239,[0.006646821275353432]
36240,[0.025213582441210747]
36241,[0.35802432894706726]
36242,[0.1451488435268402]
36243,[0.062623992562294]
36244,[0.005172148812562227]
36245,[0.004212344530969858]
36246,[0.10124579817056656]
36247,[0.002972816815599799]
36248,[0.006916113197803497]
36249,[0.0048332130536437035]
36250,[0.26477766036987305]
36251,[0.010630435310304165]
36252,[0.02947329357266426]
36253,[0.03456113114953041]
36254,[0.004319965373724699]
36255,[0.019276894629001617]
36256,[0.035056114196777344]
36257,[0.0017627732595428824]
36258,[0.0020093091297894716]
36259,[0.00587174016982317]
36260,[0.08311045914888382]
36261,[0.0066191330552101135]
36262,[0.017163321375846863]
36263,[0.0019347690977156162]
36264,[0.009572289884090424]
36265,[0.0030864086002111435]
36266,[0.014552079141139984]
36267,[0.015468720346689224]
36268,[0.0017200554721057415]
36269,[0.00465997401624918]
36270,[0.0013850058894604445]
36271,[0.039116375148296356]
36272,[0.009835537523031235]
36273,[0.019854284822940826]
36274,[0.0020917258225381374]
36275,[0.0024905125610530376]
36276,[0.01580619253218174]
36277,[0.004401105921715498]
36278,[0.04716191813349724]
36279,[0.0016446613008156419]
36280,[0.018749235197901726]
36281,[0.0017213346436619759]
36282,[0.0032352530397474766]
36283,[0.015400838106870651]
36284,[0.0031796745024621487]
36285,[0.026219971477985382]
36286,[0.0029698475264012814]
36287,[0.0169728584587574]
36288,[0.0052028801292181015]
36289,[0.012217891402542591]
36290,[0.06245581433176994]
36291,[0.005343100056052208]
36292,[0.004176271613687277]
36293,[0.009742731228470802]
36294,[0.005509921349585056]
36295,[0.008944871835410595]
36296,[0.022139955312013626]
36297,[0.00478613143786788]
36298,[0.011993939988315105]
36299,[0.006339849438518286]
36300,[0.00111671001650393]
36301,[0.026418760418891907]
36302,[0.036505326628685]
36303,[0.005988013930618763]
36304,[0.010752255097031593]
36305,[0.025119468569755554]
36306,[0.005158423446118832]
36307,[0.009859517216682434]
36308,[0.024616748094558716]
36309,[0.005389596801251173]
36310,[0.0172584131360054]
36311,[0.002536680083721876]
36312,[0.007204819470643997]
36313,[0.0032133955974131823]
36314,[0.021681224927306175]
36315,[0.013052832335233688]
36316,[0.002611707430332899]
36317,[0.024679910391569138]
36318,[0.001332983491010964]
36319,[0.0024699759669601917]
36320,[0.0031743955332785845]
36321,[0.008899877779185772]
36322,[10.124125480651855]
36323,[0.002907294314354658]
36324,[0.00950556993484497]
36325,[0.20961154997348785]
36326,[0.023704078048467636]
36327,[0.10397475957870483]
36328,[0.01571139320731163]
36329,[0.35644644498825073]
36330,[0.006586969364434481]
36331,[0.0029256553389132023]
36332,[0.0036947394255548716]
36333,[0.3666341304779053]
36334,[0.1537943184375763]
36335,[0.001999576110392809]
36336,[0.30583617091178894]
36337,[0.013929488137364388]
36338,[1.0869344472885132]
36339,[0.0035884121898561716]
36340,[0.8744769096374512]
36341,[0.05003216117620468]
36342,[0.05166099965572357]
36343,[0.06343180686235428]
36344,[0.006513939239084721]
36345,[0.15247130393981934]
36346,[0.02555312030017376]
36347,[0.24910034239292145]
36348,[0.10740697383880615]
36349,[0.017299145460128784]
36350,[0.034959957003593445]
36351,[0.03390810266137123]
36352,[0.008906837552785873]
36353,[0.0020222181919962168]
36354,[0.0023335888981819153]
36355,[0.004440540913492441]
36356,[0.03637173771858215]
36357,[0.021424371749162674]
36358,[0.05742843821644783]
36359,[0.06909555196762085]
36360,[0.04847017303109169]
36361,[0.036071185022592545]
36362,[0.005154673010110855]
36363,[0.00275217043235898]
36364,[0.007997142150998116]
36365,[0.0048401192761957645]
36366,[0.01615208573639393]
36367,[0.0019461654592305422]
36368,[0.002372292336076498]
36369,[0.006508823484182358]
36370,[0.05288321524858475]
36371,[0.01021175179630518]
36372,[0.021387524902820587]
36373,[0.007473176345229149]
36374,[0.0014873386826366186]
36375,[0.015733785927295685]
36376,[0.011733423918485641]
36377,[0.00529071781784296]
36378,[0.011617989279329777]
36379,[0.0035285616759210825]
36380,[0.0033323236275464296]
36381,[0.002481279894709587]
36382,[0.0025870720855891705]
36383,[0.013747437857091427]
36384,[0.013004417531192303]
36385,[0.00863044522702694]
36386,[0.014271891675889492]
36387,[0.006537840235978365]
36388,[0.02245517447590828]
36389,[0.008646463043987751]
36390,[0.013422055169939995]
36391,[0.005941309500485659]
36392,[0.0039000678807497025]
36393,[0.004601174965500832]
36394,[0.019970692694187164]
36395,[0.02153371460735798]
36396,[0.002681669546291232]
36397,[0.0026753039564937353]
36398,[0.12524370849132538]
36399,[0.019054774194955826]
36400,[0.006840922404080629]
36401,[0.001585926627740264]
36402,[0.0038251522928476334]
36403,[0.009856638498604298]
36404,[0.05193517729640007]
36405,[0.002314891666173935]
36406,[0.00507190590724349]
36407,[0.002030289266258478]
36408,[0.00630307337269187]
36409,[0.006171433255076408]
36410,[0.009968401864171028]
36411,[0.006676078774034977]
36412,[0.015534866601228714]
36413,[0.006393153220415115]
36414,[0.007122725248336792]
36415,[0.006988652050495148]
36416,[0.012469562701880932]
36417,[0.012076054699718952]
36418,[0.05106658115983009]
36419,[0.0014254706911742687]
36420,[0.008938612416386604]
36421,[0.015174038708209991]
36422,[0.006905072834342718]
36423,[0.006802045274525881]
36424,[0.027910197153687477]
36425,[0.0064255064353346825]
36426,[0.021840006113052368]
36427,[0.003450507763773203]
36428,[0.004624626133590937]
36429,[0.004137348849326372]
36430,[0.003731007222086191]
36431,[0.0021849949844181538]
36432,[0.004261071793735027]
36433,[0.0052248346619307995]
36434,[0.0020842866506427526]
36435,[0.008176682516932487]
36436,[0.00472726346924901]
36437,[0.004201177507638931]
36438,[0.007950540632009506]
36439,[0.023772772401571274]
36440,[0.00783042423427105]
36441,[0.004773279651999474]
36442,[0.012786498293280602]
36443,[0.005669726058840752]
36444,[0.0035387775860726833]
36445,[0.009565331973135471]
36446,[0.006046582013368607]
36447,[0.004111574962735176]
36448,[0.0021163865458220243]
36449,[0.008368943817913532]
36450,[0.006746017839759588]
36451,[0.011897003278136253]
36452,[0.011626680381596088]
36453,[0.002117906929925084]
36454,[0.003491060109809041]
36455,[0.002770822262391448]
36456,[0.0017871952150017023]
36457,[0.002786272205412388]
36458,[0.0044944630935788155]
36459,[0.0035791443660855293]
36460,[0.001855724724009633]
36461,[0.0017345927190035582]
36462,[0.004785859026014805]
36463,[0.010124626569449902]
36464,[0.007911209017038345]
36465,[0.0020942282862961292]
36466,[0.00690047349780798]
36467,[0.002437582239508629]
36468,[0.0026485896669328213]
36469,[0.0023289925884455442]
36470,[0.0022800476290285587]
36471,[0.10923783481121063]
36472,[7.9033708572387695]
36473,[0.028338372707366943]
36474,[0.0020790831185877323]
36475,[0.026445064693689346]
36476,[0.037132374942302704]
36477,[0.04551427811384201]
36478,[0.01779072731733322]
36479,[0.018480580300092697]
36480,[0.06405777484178543]
36481,[0.545565128326416]
36482,[0.028907641768455505]
36483,[0.034638430923223495]
36484,[0.002367535140365362]
36485,[0.004239970352500677]
36486,[0.00363249983638525]
36487,[0.0028893291018903255]
36488,[0.006457254756242037]
36489,[0.0653272494673729]
36490,[0.0320209376513958]
36491,[0.24835532903671265]
36492,[0.009560595266520977]
36493,[0.20111098885536194]
36494,[0.0008161673322319984]
36495,[3.9236176013946533]
36496,[0.002039121463894844]
36497,[0.00257475976832211]
36498,[0.007688708603382111]
36499,[0.0035314694978296757]
36500,[0.1379007250070572]
36501,[0.055986884981393814]
36502,[0.022638119757175446]
36503,[6.519894123077393]
36504,[0.05110019072890282]
36505,[0.004104889929294586]
36506,[0.012086945585906506]
36507,[0.26707926392555237]
36508,[0.009959577582776546]
36509,[0.020924212411046028]
36510,[0.02278362587094307]
36511,[0.2821354269981384]
36512,[0.00574395339936018]
36513,[0.014770660549402237]
36514,[0.0026988978497684]
36515,[0.002107839100062847]
36516,[0.0645684003829956]
36517,[0.0047317929565906525]
36518,[0.0039777932688593864]
36519,[0.004411437548696995]
36520,[0.0035814782604575157]
36521,[0.01011909544467926]
36522,[0.0034869040828198195]
36523,[0.005046815145760775]
36524,[0.006471735425293446]
36525,[0.10931085050106049]
36526,[0.002490959595888853]
36527,[0.13173972070217133]
36528,[0.0014215057017281651]
36529,[0.012599420733749866]
36530,[0.03177474066615105]
36531,[0.015863556414842606]
36532,[0.03636103495955467]
36533,[0.02021738328039646]
36534,[0.02536368928849697]
36535,[0.003712106728926301]
36536,[0.06705852597951889]
36537,[0.0023379242047667503]
36538,[0.008521624840795994]
36539,[0.021562030538916588]
36540,[0.0023920778185129166]
36541,[0.019347529858350754]
36542,[0.002520670648664236]
36543,[0.0016650601755827665]
36544,[0.004929168149828911]
36545,[0.014378323219716549]
36546,[0.002793383551761508]
36547,[0.002738668117672205]
36548,[0.009395409375429153]
36549,[0.003239930607378483]
36550,[0.015385542064905167]
36551,[0.0007846732623875141]
36552,[0.004144954029470682]
36553,[0.017697788774967194]
36554,[0.01815359853208065]
36555,[0.008595477789640427]
36556,[0.008884444832801819]
36557,[0.005029574036598206]
36558,[0.0017731107072904706]
36559,[0.0023646836634725332]
36560,[0.03543521836400032]
36561,[0.0023725065402686596]
36562,[0.021026644855737686]
36563,[0.005113082006573677]
36564,[0.0032579421531409025]
36565,[0.0033058447297662497]
36566,[0.005249266512691975]
36567,[0.007729154545813799]
36568,[0.0036385152488946915]
36569,[0.0093570901080966]
36570,[0.0038668320048600435]
36571,[0.007829339243471622]
36572,[0.003141476307064295]
36573,[0.003102689515799284]
36574,[0.004890319891273975]
36575,[0.001198970596306026]
36576,[0.001966135110706091]
36577,[0.0023729659151285887]
36578,[0.002693111076951027]
36579,[0.013080564327538013]
36580,[0.0015905748587101698]
36581,[0.005316287744790316]
36582,[0.003998856991529465]
36583,[0.0076039033010602]
36584,[0.006302326917648315]
36585,[0.003999821841716766]
36586,[0.00531403161585331]
36587,[0.004008529242128134]
36588,[0.00822935625910759]
36589,[0.004189806059002876]
36590,[0.0015287055866792798]
36591,[0.012223583646118641]
36592,[0.01203047763556242]
36593,[0.001996033824980259]
36594,[0.007821474224328995]
36595,[0.0018272142624482512]
36596,[0.0041907490231096745]
36597,[0.010092598386108875]
36598,[0.0034334389492869377]
36599,[0.011692469008266926]
36600,[0.00298601808026433]
36601,[0.0021305959671735764]
36602,[0.001963759772479534]
36603,[0.0020622676238417625]
36604,[0.018740037456154823]
36605,[0.0030088345520198345]
36606,[0.003723530564457178]
36607,[0.008937629871070385]
36608,[0.0018214319134131074]
36609,[0.0048738266341388226]
36610,[0.01489469688385725]
36611,[0.004826908465474844]
36612,[0.0014314118307083845]
36613,[0.0028035594150424004]
36614,[0.002535827225074172]
36615,[1.3631221055984497]
36616,[0.013823715969920158]
36617,[0.013808883726596832]
36618,[0.011259411461651325]
36619,[0.06122430041432381]
36620,[0.012503327801823616]
36621,[0.001733104232698679]
36622,[0.014282766729593277]
36623,[0.04347384721040726]
36624,[0.003398580476641655]
36625,[0.010623257607221603]
36626,[0.013616870157420635]
36627,[0.018145570531487465]
36628,[0.002386645879596472]
36629,[0.0033428207971155643]
36630,[0.0035967938601970673]
36631,[0.006173294968903065]
36632,[0.005813521333038807]
36633,[0.007495010271668434]
36634,[0.006267271935939789]
36635,[0.10727820545434952]
36636,[0.0020825413521379232]
36637,[0.03943943977355957]
36638,[0.018718069419264793]
36639,[0.0017791605787351727]
36640,[0.02031288668513298]
36641,[0.0038106166757643223]
36642,[0.0024030175991356373]
36643,[0.033489029854536057]
36644,[0.9846436381340027]
36645,[0.003041754709556699]
36646,[0.0045438650995492935]
36647,[0.007693860679864883]
36648,[0.002938514109700918]
36649,[0.0018043117597699165]
36650,[0.06282291561365128]
36651,[0.007533759344369173]
36652,[0.0019920661579817533]
36653,[0.15014269948005676]
36654,[0.002351965056732297]
36655,[0.008717971853911877]
36656,[0.048682503402233124]
36657,[0.0014661350287497044]
36658,[0.0015307206194847822]
36659,[0.0018778461962938309]
36660,[0.0036679694894701242]
36661,[0.002496197586879134]
36662,[0.0024386185687035322]
36663,[0.03527488559484482]
36664,[0.06283418089151382]
36665,[0.005645317025482655]
36666,[0.0047911386936903]
36667,[0.003110163612291217]
36668,[0.031140198931097984]
36669,[0.012929029762744904]
36670,[0.021302711218595505]
36671,[0.005383674055337906]
36672,[0.0013865476939827204]
36673,[0.022583764046430588]
36674,[0.008054947480559349]
36675,[0.0038709319196641445]
36676,[0.001751617295667529]
36677,[0.0093122823163867]
36678,[0.03222820907831192]
36679,[0.00437149265781045]
36680,[0.025515802204608917]
36681,[0.009432299062609673]
36682,[0.009866861626505852]
36683,[0.00707387225702405]
36684,[0.0016670087352395058]
36685,[0.003340225201100111]
36686,[0.007362344302237034]
36687,[0.0032132365740835667]
36688,[0.002219528192654252]
36689,[0.004619070794433355]
36690,[0.006274716928601265]
36691,[0.011474702507257462]
36692,[0.013474096544086933]
36693,[0.0059784348122775555]
36694,[0.001949872588738799]
36695,[0.022127781063318253]
36696,[0.005085319746285677]
36697,[0.04459656402468681]
36698,[0.0022358689457178116]
36699,[0.003202588064596057]
36700,[0.0019676783122122288]
36701,[0.007741798646748066]
36702,[0.0023651306983083487]
36703,[0.0018721544183790684]
36704,[0.0036477053072303534]
36705,[0.0039313253946602345]
36706,[0.006452684290707111]
36707,[0.002503835130482912]
36708,[0.0025884269271045923]
36709,[0.03963731229305267]
36710,[0.004707359708845615]
36711,[0.005262418650090694]
36712,[0.0020994506776332855]
36713,[0.00476215872913599]
36714,[0.0031739326659590006]
36715,[0.001715369988232851]
36716,[0.0015575201250612736]
36717,[0.0023790784180164337]
36718,[0.0018439660780131817]
36719,[0.0034470711834728718]
36720,[0.03194024786353111]
36721,[0.001652070670388639]
36722,[0.018390225246548653]
36723,[0.020750002935528755]
36724,[0.002592578064650297]
36725,[0.0032416097819805145]
36726,[0.0045659891329705715]
36727,[0.008508561179041862]
36728,[0.001559894997626543]
36729,[0.0033982545137405396]
36730,[0.004140459466725588]
36731,[0.007661791518330574]
36732,[0.0014837987255305052]
36733,[0.1259700506925583]
36734,[0.002752371598035097]
36735,[0.10509926825761795]
36736,[0.0010291865328326821]
36737,[0.008670303039252758]
36738,[0.012822938151657581]
36739,[0.0061349584721028805]
36740,[0.0016949394484981894]
36741,[0.029138294979929924]
36742,[0.9653527140617371]
36743,[0.0031085596419870853]
36744,[0.018265319988131523]
36745,[0.0022859310265630484]
36746,[0.011491699144244194]
36747,[0.004090397618710995]
36748,[0.0029036460909992456]
36749,[0.0015731391031295061]
36750,[0.005103118717670441]
36751,[0.0009693351457826793]
36752,[0.0023113549686968327]
36753,[0.004172370303422213]
36754,[0.03062722459435463]
36755,[0.008376453071832657]
36756,[0.0021281777881085873]
36757,[0.004102454055100679]
36758,[0.0012643118388950825]
36759,[0.010042683221399784]
36760,[0.0033210585825145245]
36761,[0.0029661827720701694]
36762,[0.004671558737754822]
36763,[0.001869759988039732]
36764,[0.01348206214606762]
36765,[0.012357430532574654]
36766,[0.005115479230880737]
36767,[0.015608432702720165]
36768,[0.0031988504342734814]
36769,[0.008743560872972012]
36770,[0.006474865600466728]
36771,[0.0024876880925148726]
36772,[0.001655001426115632]
36773,[0.015203999355435371]
36774,[0.007636817637830973]
36775,[0.00807681679725647]
36776,[0.031048592180013657]
36777,[0.0014897467335686088]
36778,[0.01330912671983242]
36779,[0.002740847645327449]
36780,[0.0017857777420431376]
36781,[0.0025029084645211697]
36782,[0.005258999299257994]
36783,[0.8138776421546936]
36784,[0.003264914732426405]
36785,[0.00135417515411973]
36786,[0.01952831633388996]
36787,[0.0041741072200238705]
36788,[0.008779522962868214]
36789,[0.08564963191747665]
36790,[0.002789910417050123]
36791,[0.0017648738576099277]
36792,[0.0190967358648777]
36793,[0.0460214763879776]
36794,[0.012092138640582561]
36795,[0.0013407806400209665]
36796,[0.0017676420975476503]
36797,[0.03731553629040718]
36798,[0.00445775268599391]
36799,[0.005253728944808245]
36800,[0.009534851647913456]
36801,[0.02021835558116436]
36802,[0.0012299094814807177]
36803,[0.008555848151445389]
36804,[0.0062410300597548485]
36805,[0.001804691506549716]
36806,[0.002818809123709798]
36807,[0.00272700609639287]
36808,[0.005769574083387852]
36809,[0.0031127945985645056]
36810,[0.011981001123785973]
36811,[0.0036059508565813303]
36812,[0.006763046141713858]
36813,[0.003687511431053281]
36814,[0.004170671571046114]
36815,[6.8347601890563965]
36816,[0.005980938673019409]
36817,[0.0030501089058816433]
36818,[0.0022588621359318495]
36819,[0.003059535287320614]
36820,[0.08351868391036987]
36821,[0.028215039521455765]
36822,[0.04336541146039963]
36823,[0.002513996558263898]
36824,[0.023332025855779648]
36825,[2.5286202430725098]
36826,[0.08642105758190155]
36827,[0.012530362233519554]
36828,[0.004745180252939463]
36829,[0.0035302627366036177]
